cluster_id,topic_name,topic_description,keywords,cluster_size_chunks,cluster_weight_total,classifier_model,final_prompt_sha256,final_prompt_path
107,Zoning map amendment changing district from R-3 to C-2,"City Council enacts an ordinance amending the zoning map to reclassify a parcel from residential R-3 to commercial C-2, including parcel description and provisions regarding the ordinance's effective date.","['rezoning', 'zoning map amendment', 'district change', 'R-3', 'C-2', 'city council', 'ordinance', 'effective date']",106,15.253750661103597,openai:gpt-5-nano,8f35663baa614e281a05fa5c8a0633e5da4219c4437be35026380f0518fa42c1,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
108,Zoning amendments and parking regulations with budget notices,"A mixed collection of municipal texts including zoning amendments affecting non-conforming uses in district A-1, parking area paving rules, and a tentative budget/appropriation ordinance with a public hearing notice.","['A-1', 'non-conforming', 'parking area paving', 'landscaping buffers', 'public hearing', 'budget ordinance', 'adopted ordinance', 'city council', 'planning commission']",35,3.203446975729585,openai:gpt-5-nano,78598b8620634358c37153cbcb0e9cd3edbcb8cc4b0d53bcb908a933b9f3911c,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
109,Rezoning actions and zoning text amendments with hearings,"Cluster includes village-level ordinances that reclassify districts, amend zoning text and maps, and require public hearings; covers planning commission and zoning board actions.","['rezoning', 'text amendment', 'zoning map', 'public hearing', 'ordinance', 'district classification', 'planning commission', 'zoning board of appeals']",643,62.43961498219743,openai:gpt-5-nano,e18728969794fef3f0c676165c178b28975dfb3c33e83c65bf61e9d6cdb4480a,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
11,Constitutional amendment proposals via joint resolutions with voter approval,"Excerpts describe proposed constitutional amendments, legislative resolutions, and elector-approved changes to governance rules, debt limits, and tax/fee policy rather than land-use regulation.","['constitutional amendment', 'joint resolution', 'voter approval', 'electors', 'tax increases', 'debt limits', 'governance', 'school districts', 'county government', 'general assembly']",45,2.807816116105343,openai:gpt-5-nano,86ae4dde36394dd51b1182227fd0c2de775e3a9f4b0e29f027d62912cb9d2702,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
110,Delinquent tax sale notices and redemption rules,"Legal notices describing delinquent property taxes, redemption windows, potential tax deed transfer, and court hearings.","['delinquent taxes', 'tax deed', 'redemption', 'notice', 'circuit court', 'property tax sale', 'public notice']",126,5.20505515989386,openai:gpt-5-nano,62fd4c448eb25f7c689b19101aeb6fbeab45a7e400fbc233b8e2cff7c9f10564,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
111,Public hearing on side-yard setback variance for Timber Trails Lot 471,"Public hearing before the Zoning Board of Appeals to consider a side-yard setback variance for Lot 471 in Timber Trails Unit 6, seeking a reduction from the required 6-foot setback to 5 feet.","['setback variance', 'public hearing', 'ZBA', 'Gilberts', 'Timber Trails', 'Lot 471', 'five feet', 'six feet']",40,2.1172643776474422,openai:gpt-5-nano,49e4d526610225792ae50615e56a721c522e016839a8dd7fbbd09ab7cb1337d5,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
112,Public hearing notices for annexation and rezoning actions,"A cluster of newspaper notices announcing public hearings on annexation agreements, rezonings, and related zoning variances, detailing procedural steps and notices issued by local authorities.","['public hearing', 'annexation', 'rezoning', 'variance', 'zoning board of appeals', 'annexation agreement']",39,0.9857638888888889,openai:gpt-5-nano,c500ad392bb89ace75fba4d09b5718a0834aa1f87351b4138c0826f17ab914e6,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
113,"Taxi licensing rules, fare zones, and revocation procedures","Non-zoning regulatory text governing taxi operation: license issuance, zone-based fare structure, display and renewals, and enforcement.","['taxi license', 'fare zones', 'license display', 'bond/insurance', 'revocation', 'city clerk', 'police chief', 'public conveyance', 'zones A B C', 'zone-based rates', 'fees']",95,5.264011126388271,openai:gpt-5-nano,d89aae95d429146594d9a1837a8fb98894ec4fc5c7b00737368b08adef693a19,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
114,Public hearing to amend zoning code provisions and planning study,"Procedural zoning updates driven by planning board study and amendments to the zoning code, including scheduled public hearings and new staffing for building inspection.","['planning_board', 'zoning_code', 'public_hearing', 'amendments', 'zoning_study', 'building_inspectors']",91,9.026733612105119,openai:gpt-5-nano,0323aa8561294d0c69a51d89a947ccfc20a19cb535cafe115ce950ea97614d44,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
115,Public hearing notices before the Board of Zoning Appeals for special permissions and variances,"Public notices signaling Board of Zoning Appeals hearings to grant special permissions and variances for residential and commercial parcels, including conversions to two-family uses, new office/building projects, and dimensional relief (setbacks, lot size) in various districts.","['special_permission', 'variance', 'two-family', 'office building', 'Residence B', 'Business', 'Board of Zoning Appeals', 'public hearing']",189,28.590476190476174,openai:gpt-5-nano,7b23ce590bb4be5f09bea86e0269e5705eb45e41666b6065ca50e463d9fa928a,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
116,"Public notices for variances, special exceptions, and ordinance amendments","A mixed set of municipal notices and decisions involving zoning actions (variances and special exceptions) and amendments to ordinances, with occasional non-zoning notices interwoven.","['public notice', 'variance', 'special exception', 'amendment', 'ordinance', 'board of adjustment', 'notice', 'hearing', 'zoning']",203,13.925127576671679,openai:gpt-5-nano,7c60fad6f6193db34927c76caf4631390dfda809c0d39196baf2db9c37df8e20,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
117,Amend signage definition and add sections to township code,"Zoning code text amendment: updates to the sign definition and adds new sections to the township zoning provisions, enacted by the township board via ordinance.","['sign', 'sign definition', 'text amendment', 'section 39A-44A', 'Article 7', 'Definitions', 'township ordinance', 'signs']",30,2.621103896103896,openai:gpt-5-nano,d9f76aa57af7bae204555cbaba1a4b3b7c18abe05970ad469eaf0bf9058347c8,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
118,Public hearing on vacation of platted land with plan commission review,Procedural notices and planning review for vacating portions of a platted parcel; declaratory resolution adopted by the Board of Public Works and Safety and referred to the City Plan Commission for public hearing and recommendation.,"['public hearing', 'vacation of platted land', ""Hoffman's First Addition"", 'City Plan Commission', 'Board of Public Works and Safety', 'declaratory resolution']",53,2.4971703086153196,openai:gpt-5-nano,f0dc440cdc736190b441c6b314435eede2fea7e22e4cb9ec6b44c1bc4f0e5ebb,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
119,Public hearing to amend district boundaries and U1/A1 districts,"Notice of a city council public hearing proposing amendments to the zoning ordinance to extend U1 and A1/A2 districts, updating district boundaries to include annexed territory per General Ordinance No. 114, 1922.","['amendment', 'district', 'boundaries', 'U1', 'A1', 'A2', 'public hearing', 'General Ordinance No. 114, 1922', 'annexed territory', 'Indianapolis']",50,4.4866689264824124,openai:gpt-5-nano,4010c239dc7793c869de5b14dc2a8fd696a3df8c53608b17c6fb44dde566fef4,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
12,Historic parcel boundary descriptions from deeds and maps,"Non-zoning text detailing metes-and-bounds descriptions of parcels, referencing deeds, map books, and official records in Alameda County; focused on property boundaries rather than land-use rules.","['Alameda County', 'deed descriptions', 'map books', 'official records', 'parcels', 'metes and bounds', 'boundary lines', 'bearings', 'distances']",30,1.6456869249489383,openai:gpt-5-nano,0a833030654966c05cedc3b1e68276726ae89d2f2c067a60d5206f0416f7228a,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
120,Public hearing on amendment to zoning provisions,Procedural notice: Common Council to hold a public hearing to amend zoning provisions; no substantive changes described.,"['public hearing', 'amendment', 'zoning provisions', 'notice', 'Common Council']",36,3.78089430894309,openai:gpt-5-nano,6e6c7f619688a67da07b61475e3899fd74cc6bb83c2a2ab1cf9cb59197b2951b,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
121,Public hearing to amend watercourse setback provisions,"Procedural notices and amendments to zoning ordinance sections governing setbacks from watercourses, including definitions of terms used and specific distance requirements.","['setbacks', 'watercourses', 'amendment', 'zoning ordinance', 'public hearing', 'definitions', 'septic', 'animal shelter', 'distance requirements']",75,7.69606227106227,openai:gpt-5-nano,bfc50d63a0ba97116992f7a292666164540c4a4b7248515b4c48dae105740b1b,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
122,Amend cross-district use rules and lot-area frontages,"Procedural and substantive amendments to zoning provisions governing cross-district lot use, minimum lot area and frontage, with public hearing notice requirements.","['cross-district use', 'lot area', 'frontage', 'amendment', 'public hearing', 'H-2 District', 'subdivision transfers']",30,2.8825609031491384,openai:gpt-5-nano,302c28e0f6c2b0cb677cedca3bb5a875006755e7aa9c70218c6d9efb960eaec8,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
123,Variance hearing notices for lot coverage in R-1 district,"Procedural notices and hearings for a zoning variance related to lot coverage in an R-1 district, including a Zoning Hearing Board review of a variance application.","['variance', 'lot coverage', 'R-1 district', 'carport', 'single-family dwelling', 'public hearing', 'notice', 'application']",561,65.95311025403933,openai:gpt-5-nano,be20f029187c76ea96d7817efbd6ab4606ccc44aaab545c3e48c5e3c25bd601a,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
124,Public hearing for zoning district reclassification and amendment,"Notices and actions related to changing zoning districts and map classifications via hearings and ordinance amendments, including annexation-driven district changes and reclassifications by the zoning board.","['zoning', 'reclassification', 'annexation', 'B-1', 'Farming', 'Residential', 'public hearing', 'ordinance', 'Village Alsip']",46,4.970161652359794,openai:gpt-5-nano,5660e9b2970b33bcaedb568ef12f71626a29363241cc7dd1260c11eaef85d9da,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
125,Variance hearings before zoning board of appeals,"Notice and processing of variance applications heard by the Zoning Board of Appeals in Southeast (Brewster area), including land conveyance within the M-1 zone.","['public_hearing_notice', 'variance', 'zoning_board_of_appeals', 'M-1 zone', 'land_conveyance', 'application', 'Southeast', 'Putnam_County', 'Brewster']",124,14.194080429374539,openai:gpt-5-nano,edbc45255528a37abf8e5793c57bf70d35862e91ed513d979d494f900f304e9e,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
126,Public hearing on rezoning parcels and condo development,"Notices and proceedings related to rezoning map changes, district designations, and related ordinance amendments, including a condominium development project with a specified dwelling units cap.","['rezoning', 'public hearing', 'condominium development', 'R-4', 'C-2', 'RR', 'zoning map']",50,5.18291953144894,openai:gpt-5-nano,2d23f010f77d83eeadf6f6477e433dab58a4547cb0efefc2b0b202efd382b372,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
127,"Public hearing notices on subdivision, rezoning, and appeals actions","Collection of local public notices coordinating planning actions: subdivision approvals, map/text amendments, rezoning, and appeals, plus related administrative notices and signage changes.","['public hearing', 'planning board', 'zoning amendment', 'rezoning', 'subdivision', 'board of appeals', 'zoning map', 'affidavit publication', 'notice', 'signs']",273,21.071798626210377,openai:gpt-5-nano,bba9b72214cd05a4bd5aedad5682a2c3faac5b3d947caf82d29b907fccf5e5a2,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
128,Adoption and amendment of zoning text and district maps,"Procedural and substantive changes to local zoning rules, including insertions of definitions, creation of districts, map changes, and updates to permit fees, via formal ordinance actions and public hearings.","['zoning', 'ordinance', 'definitions', 'districts', 'maps', 'fees', 'public hearings', 'amendments', 'adoption', 'text']",119,16.532873505966712,openai:gpt-5-nano,fe6eb83c7ef672f29c3627f027d6474d6248f4df890d625d49924a6f7ddecc4e,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
129,Public hearing to amend parking and floor-area provisions in zoning ordinance,"A city-initiated notice for a public hearing to modify the zoning ordinance's parking and floor-area rules. The text describes parking requirements triggered by increases in floor area, conversions of uses in certain districts, and related chart-based requirements, signaling a substantive amendment to the code.","['parking', 'floor area', 'amendment', 'zoning ordinance', 'public hearing', 'City Council', 'notice', 'Article 19']",99,11.396556303173938,openai:gpt-5-nano,88222b3248a533662df79c91c58b5df15f0b462c1062aca734b08fda00a524f9,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
13,Metes-and-bounds boundary descriptions in deeds,"Legal property boundary descriptions contained in deed descriptions and surveys; focuses on bearings, distances, and parcel boundaries rather than regulatory zoning.","['metes and bounds', 'property description', 'deed description', 'survey', 'beginning point', 'bearing', 'distance', 'parcel', 'land description', 'rights-of-way']",471,27.542264001695987,openai:gpt-5-nano,c6ade78ade01e35fc8713d88424543869088a468c833c8ada9666e950f3bf152,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
130,"Amendment to district structure, yard rules, and appeals board","Legislative amendment changing a city's zoning framework to create districts, regulate yard areas, define terms, and establish a Zoning Appeals Board (with penalties).","['Kokomo', 'Zoning Appeals Board', 'districts', 'yards', 'land use intensity', 'front yards', 'amendment', 'penalties']",118,9.919224239812483,openai:gpt-5-nano,634d6068f5b088555d47dced71a123aa0e6e8d0efafa1cd5fe5dca1d189cc074,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
131,Parcel rezoning and Comprehensive Plan amendments by county commissioners,"Excerpts describe county-level actions to reclassify zoning districts, designate property boundaries for new zones, and amend the comprehensive plan, all enacted by the Madison County Board of Commissioners and codified as ordinances.","['rezoning', 'comprehensive plan', 'zoning map', 'district boundaries', 'county commissioners', 'Madison County', 'R-3', 'B-2', 'R-2', 'amendment']",157,18.277716727716726,openai:gpt-5-nano,9f695db46ffee135d3adf4f62b140b8602c3821e4d877c4945e90537e6f39c16,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
132,Probate court notices announcing accounts and hearings,"Newspaper notices of probate filings, including filing of accounts by executors, hearings, and related estate actions. Includes executor names, estates, and hearing dates.","['probate', 'accounts', 'court notice', 'executor', 'estate', 'hearing', 'first and final account', 'probate court']",30,2.4409969674288554,openai:gpt-5-nano,dfa0b97bc8c28d0a003c246005d690d8d64c6735e9943572239c4be79cbac905,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
133,Civil court notices and obituary listings in county paper,"Non-zoning cluster containing obituary notices, funeral notices, personal notices, and civil court filings such as a quiet title action; represents generic newspaper legal notices rather than land-use regulation.","['funeral notices', 'obituaries', 'legal notices', 'quiet title', 'court action', 'personal notices']",76,6.79812250443055,openai:gpt-5-nano,2aa808606d66eb685a10923af7a9e009570a2919e34e6b7f166a748cf2a9e30c,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
134,Public hearings to reclassify use districts and amend district provisions," notices and actions authorizing changes to use districts, including map-based rezoning, text amendments to district rules, and permitting specific uses as exceptions; emphasizes procedural hearings and district reclassifications.","['public hearing', 'rezoning', 'use district change', 'amendment', 'special exception', 'notice of hearing', 'zoning map', 'district classification']",209,18.85748698182908,openai:gpt-5-nano,fed8ed3a316029c5986d395d2adf31fea4c11acd1775a1004d0df4f228d041ef,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
135,Public hearing on rezoning Ross Township from R-1 to C-1,"Notices of proposed zoning ordinance amendments including rezoning parcels (R-1 to C-1) and updates to definitions and conditional-use provisions, with scheduled hearings.","['rezoning', 'zone map', 'Ross Township', 'R-1', 'C-1', 'Residential A', 'Residential C', 'family day care', 'conditional use', 'definitions', 'public hearing', 'ordinance amendment', 'definitions section']",30,2.580079642579643,openai:gpt-5-nano,58924ab09e1ac6cc1e4cae50792e68179cfd938727f5fb3337d467f21bad8521,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
136,Public hearing notices for variance and special exception cases,"Excerpts announcing public hearings by the zoning board to consider variance and special exception requests, with published notices and case details.","['zoning hearing board', 'public notice', 'variance', 'special exception', 'height variance', 'Rostraver Township', 'notice of hearing', 'public meeting']",77,8.528391053391047,openai:gpt-5-nano,d7b2c6220820c675bd3f06f9a86f2c20f8e9b4dbc3a804df466565a8abc30561,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
137,Parcel rezoning on zoning map: R-2 to B-4-2 and R-2 to R-5,"City ordinance reclassifies two parcels’ use districts by rezoning from R-2 to B-4-2 and from R-2 to R-5, with an update to the zoning map accordingly.","['rezoning', 'district_change', 'zoning_map', 'R-2', 'B-4-2', 'R-5', 'ordinance']",81,4.10493283334839,openai:gpt-5-nano,5aa68cbcb5a17910b68a1258c20c807b61285a04accc64ae701559fe603327b9,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
138,Obituary notices and funeral announcements,"Public obituaries and funeral announcements published in the newspaper, including survivor details, service times, and burial information.","['obituary', 'funeral', 'death notice', 'memorial', 'survivors', 'service', 'burial', 'newspaper notices']",93,6.875521552476728,openai:gpt-5-nano,f3168e6d4b48608f3f27df25b8f1ae2ccc7fc56e4dd4519705c39c93b615bcc7,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
139,Public hearing on amendments to district boundaries and uses,"Procedural notices for amendments to a city zoning ordinance affecting district boundaries and property uses, including public hearings and adoption by the City Council.","['amendment', 'district boundaries', 'property uses', 'public hearing', 'Ordinance No. 3233', 'City Council', 'notice', 'adoption']",85,8.634177750354212,openai:gpt-5-nano,bd37d1d462641a373e53b42685f522e0e91d752afda5fddb0959ad5995042453,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
14,Amendment to zoning code defining attached dwellings and lot rules,"Public hearing and code amendment to permit single-family attached dwellings, define attached-dwelling terminology, and set lot-area and setback requirements in R-5 and R-6 districts.","['attached dwellings', 'lot averaging', 'setbacks', 'lot_area', 'dwelling_units', 'R-5', 'R-6', 'public hearing', 'amendment', 'zoning code', 'ordinance']",70,6.593816554667943,openai:gpt-5-nano,43f5077157a8847f43c57c846b9854d0d74b9b5a06b0bd23701cce94f3208960,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
140,"Public hearings on variances, special exceptions, and rezoning actions","Procedural notices for zoning actions including variances, special exceptions, conditional uses, and text/map amendments affecting zoning districts.","['public hearings', 'zoning notices', 'variance', 'special exception', 'conditional use', 'rezoning', 'amendment', 'planning commission', 'board of adjustment', 'Gastonia']",222,16.05129106634122,openai:gpt-5-nano,1b98eb108ecb0cee3b0fadd420ea21f846775802f6498d950e24c7ac6dc17162,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
141,Public hearings to rezone districts and amend zoning provisions,"A set of notices and proposed actions for zoning ordinance amendments and district map changes, including creation of new district classifications (Residence A Height and Area Two, Limited Industrial Districts) and changes to standards such as parking and signs, with hearings before the city council or planning commission.","['public hearing', 'zoning ordinance', 'zoning map', 'district designations', 'Residence A Height and Area Two', 'Limited Industrial Districts', 'A District', 'B Districts', 'parking requirements', 'signs', 'billboards']",75,5.453387976998531,openai:gpt-5-nano,2654366efd68a01c387218a6b59a555d579c0168f7d9c06d5482d8c89e28a95e,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
142,Variance hearing for setbacks and parking in Commercial District,"Procedural notice and hearing for a variance to reduce setback from 30 to 5 feet and to adjust parking in a Commercial District, subject to Zoning Hearing Board action.","['setbacks', 'parking', 'variance', 'Commercial District', 'Zoning Hearing Board', 'notice', 'hearing', 'application', 'bank', 'premises 500-540 Third Avenue']",228,25.008764356558448,openai:gpt-5-nano,02525c294945a710d016df0e77ce6f0d01bcb2229371bc0da765c7aef4e31d8f,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
143,Rezoning map changes and occupancy-definition amendments by ordinance,"Legal notices and ordinances altering zoning districts on the map and adjusting occupancy rules and family definitions, with associated public notices and hearings.","['rezoning', 'zoning map amendment', 'occupancy limit', 'family definition', 'zoning ordinance amendment', 'public notice']",225,23.79094744265021,openai:gpt-5-nano,a063d4efc075f8112ab553a69519a0198b720909083318e1c293b7c866b5393d,/scratch/sxr203/newspaper-parsing-export/prompts/cluster_topic_labeler_prompt_text_mechanics_v4_specificity_nobland.txt
